Name,姓名,Linked to,社會關係人姓名,Kin/Non,Link,聯繫,Index Place,指數地址,Index Year,Node's Index Year,PersonID,NodeID,X,Y,Node Index Place,社會關係人籍貫,Node X,Node Y,Edge Dist.,Count,Addr. Type,指數地址類,Node Addr. Type,關係人指數地址類,Text Title:,Distance 距離,Index Year Type,指數年類別,Index Year Type Code,Node Index Year Type,關係人指數年類別,Node Index Year Type Code,Dynasty,朝代,Dynasty Code,Node Dynasty,關係人朝代,Node Dynasty Code,Source,出處
Gao Shi,高適,Xu Hao,徐浩,N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,703,30851,94305,116.258102,37.688007,Yan Xian,剡縣,120.815277,29.58749,1,2,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],994.2803519,Based on Birth Year,據生年,1,Based on Birth Year,據生年,1,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Cui Hao,崔顥,N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,691,30851,94589,116.258102,37.688007,Bian Zhou,汴州,114.3525,34.7847,1,1,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],365.258982,Based on Birth Year,據生年,1,Based on Death Year - 63 (male),據卒年 - 63 (男),29,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Chu Guangxi,儲光羲,N,Received literary composition as gift from,收到Y的贈詩、文,Xiu Xian,蓨縣,700,706,30851,94771,116.258102,37.688007,Yanling,延陵,119.478287,31.882374,1,1,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],709.2519487,Based on Birth Year,據生年,1,Based on Birth Year,據生年,1,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Qiguan Qian,綦毋潛,N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,,30851,94901,116.258102,37.688007,Nankang,南康,114.745163,25.658571,1,1,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],1345.192692,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Yan Zhenqing,顏真卿,N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,709,30851,95025,116.258102,37.688007,Chang'an,長安,108.9069824,34.24642181,1,1,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],763.9232083,Based on Birth Year,據生年,1,Based on Birth Year,據生年,1,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Li Yi,李乂,N,Received literary composition as gift from,收到Y的贈詩、文,Xiu Xian,蓨縣,700,774,30851,174518,116.258102,37.688007,Zanhuang,贊皇,114.376983,37.662655,1,1,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],165.5772061,Based on Birth Year,據生年,1,Based on Death Year - 63 (male),據卒年 - 63 (男),29,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Li Shaokang,李少康,N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,694,30851,187242,116.258102,37.688007,Run Zhou,潤州,119.44429,32.20649,1,4,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],675.0398118,Based on Birth Year,據生年,1,Based on Death Year - 63 (male),據卒年 - 63 (男),29,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Li Yi,李禕,N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,676,30851,188555,116.258102,37.688007,Chengji,成紀,105.5689,34.9478,1,2,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],1004.303529,Based on Birth Year,據生年,1,Based on Death Year - 63 (male),據卒年 - 63 (男),29,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Zhang Shougui,張守珪,N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,682,30851,190539,116.258102,37.688007,Bin Zhou,邠州,108.0779877,35.03965759,1,1,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],789.0809308,Based on Birth Year,據生年,1,Based on Death Year - 63 (male),據卒年 - 63 (男),29,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Jia Xun,賈循,N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,,30851,380315,116.258102,37.688007,,,,,1,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Li Mi,李宓,N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,,30851,383818,116.258102,37.688007,,,,,1,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Liu Julin,劉巨鱗,N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,,30851,383916,116.258102,37.688007,,,,,1,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Peng Guo,彭果,N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,,30851,383918,116.258102,37.688007,,,,,1,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Yu Ti,于逖,N,Friend of,友,Xiu Xian,蓨縣,700,,30851,439016,116.258102,37.688007,Bian Zhou,汴州,114.3525,34.7847,1,1,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],365.258982,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,Renming quanwei ziliao (Zhongyang yanjiuyuan Lishi yuyan yanjiusuo),人名權威資料（中央研究院歷史語言研究所）
Gao Shi,高適,Gao Dan,高耽,N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,,30851,445110,116.258102,37.688007,,,,,1,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Gao Shiyan,高式顔,N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,,30851,445133,116.258102,37.688007,,,,,1,2,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Xie Yan,謝偃,N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,,30851,445311,116.258102,37.688007,,,,,1,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Guo Wei,郭微,N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,,30851,445343,116.258102,37.688007,,,,,1,2,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Li Chiying(Li Dan's Daughter),李持盈(李旦女),N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,,30851,445425,116.258102,37.688007,,,,,1,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Wang Che,王徹,N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,,30851,445544,116.258102,37.688007,,,,,1,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Wang Hui,王悔,N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,,30851,445688,116.258102,37.688007,,,,,1,2,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Zhang Yao,張瑤,N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,,30851,445929,116.258102,37.688007,,,,,1,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Pei Ba,裴霸,N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,,30851,446145,116.258102,37.688007,,,,,1,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Sun Xin,孫訢,N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,,30851,446258,116.258102,37.688007,,,,,1,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Sikong Sui,司空璲,N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,,30851,446402,116.258102,37.688007,,,,,1,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Geng Qingli,耿慶禮,N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,,30851,446422,116.258102,37.688007,,,,,1,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Lu Ju,盧琚,N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,,30851,446491,116.258102,37.688007,,,,,1,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Lu Qian,盧潛,N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,,30851,446524,116.258102,37.688007,,,,,1,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Lu Hui,盧暉,N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,,30851,446561,116.258102,37.688007,,,,,1,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Xiong Yao,熊曜,N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,,30851,446627,116.258102,37.688007,,,,,1,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Ren Hua,任華,N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,,30851,446659,116.258102,37.688007,,,,,1,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Xianyu Shuming,鮮于叔明,N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,,30851,447234,116.258102,37.688007,,,,,1,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Fang Xiu,房休,N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,,30851,447259,116.258102,37.688007,,,,,1,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Liang Qia,梁洽,N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,,30851,447457,116.258102,37.688007,,,,,1,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Shen Qianyun,沈千運,N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,,30851,447478,116.258102,37.688007,,,,,1,2,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Hun Weiming,渾惟明,N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,,30851,447598,116.258102,37.688007,,,,,1,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Shi Jiusi,釋九思,N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,,30851,447654,116.258102,37.688007,,,,,1,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Li Mian,李勉,N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,,30851,447853,116.258102,37.688007,,,,,1,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Li Shen,李宷,N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,,30851,447956,116.258102,37.688007,,,,,1,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Li Zhu,李翥,N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,,30851,448069,116.258102,37.688007,,,,,1,4,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Li Jingcan,李景參,N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,,30851,448184,116.258102,37.688007,,,,,1,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Dong Tinglan,董庭蘭,N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,,30851,448541,116.258102,37.688007,,,,,1,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Wan Ying,萬盈,N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,,30851,448693,116.258102,37.688007,,,,,1,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Xue Ziquan,薛自勸,N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,,30851,448807,116.258102,37.688007,,,,,1,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Dugu Jun,獨孤峻,N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,,30851,449017,116.258102,37.688007,,,,,1,3,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Helan Jinming,賀蘭進明,N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,,30851,449042,116.258102,37.688007,,,,,1,2,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Di Guangyuan,狄光遠,N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,0,30851,449271,116.258102,37.688007,,,,,1,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,Based on Birth Year,據生年,1,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Chang Cui,暢璀,N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,,30851,449452,116.258102,37.688007,,,,,1,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Tian Liangqiu,田梁丘,N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,,30851,449492,116.258102,37.688007,,,,,1,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Bi Kang,畢抗,N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,,30851,449503,116.258102,37.688007,,,,,1,2,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Lv Yin,呂諲,N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,,30851,449507,116.258102,37.688007,,,,,1,2,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Lu Qihui,路齊暉,N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,,30851,449601,116.258102,37.688007,,,,,1,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Ma Ze,馬擇,N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,,30851,449660,116.258102,37.688007,,,,,1,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Liu Ziying,劉子英,N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,,30851,449710,116.258102,37.688007,,,,,1,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Chen Zhangfu,陳章甫,N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,,30851,449926,116.258102,37.688007,,,,,1,2,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Chen Jian,陳兼,N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,,30851,450008,116.258102,37.688007,,,,,1,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Jiang Fu,姜撫,N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,,30851,450198,116.258102,37.688007,,,,,1,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Gao Shi,高適,Lu Tan,盧坦,N,Presented literary composition as gift to,贈詩、文,Xiu Xian,蓨縣,700,,30851,450572,116.258102,37.688007,,,,,1,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Du Yan,杜淹,Zhangsun Wuji,長孫無忌,N,Presented literary composition as gift to,贈詩、文,Chang'an,長安,565,596,30861,31068,108.906976,34.246423,Luoyang,洛陽,112.38263,34.665276,3,1,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],322.0411135,Based on Death Year - 63 (male),據卒年 - 63 (男),29,Based on Death Year - 63 (male),據卒年 - 63 (男),29,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Du Ruhui,杜如晦,Pi Rixiu,皮日休,N,Received literary composition as gift from,收到Y的贈詩、文,Chang'an,長安,585,834,30864,3702,108.906976,34.246423,Kuaiji,會稽,120.578262,30.004515,3,1,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],1195.015927,Based on Birth Year,據生年,1,Based on Birth Year,據生年,1,Tang,唐,6,WuYue (10 states),吳越,11,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Li Mi,李密,Liu Heita,劉黑闥,N,subordinate was,下屬為Y,Longxi,隴西,582,560,30886,444808,104.635605,35.007137,Zhangnan,漳南,116.124138,37.380794,3,1,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),,1063.423204,Based on Birth Year,據生年,1,Based on Death Year - 63 (male),據卒年 - 63 (男),29,Tang,唐,6,Sui,隋,5,Jiu Tangshu,舊唐書
Li Mi,李密,Shan Xiongxin,單雄信,N,subordinate was,下屬為Y,Longxi,隴西,582,558,30886,444860,104.635605,35.007137,Cao Zhou,曹州,115.5666,35.07399,3,1,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],994.6908578,Based on Birth Year,據生年,1,Based on Death Year - 63 (male),據卒年 - 63 (男),29,Tang,唐,6,Sui,隋,5,Jiu Tangshu,舊唐書
Chu Suiliang,褚遂良,Cen Wenben,岑文本,N,Presented literary composition as gift to,贈詩、文,Qiantang,錢塘,596,595,30938,31628,120.168625,30.294125,Yanguan,鹽官,120.537499,30.40628,3,1,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],37.5283843,Based on Birth Year,據生年,1,Based on Birth Year,據生年,1,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Zhang Jian,張薦,Quan Deyu,權德輿,N,Presented literary composition as gift to,贈詩、文,Luze,陸澤,744,761,30976,13624,115.5585,38.011,Luoyang,洛陽,112.38263,34.665276,2,1,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],468.2501859,Based on Birth Year,據生年,1,Based on Birth Year,據生年,1,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Zhang Jian,張薦,Li Shizhi,李適之,N,Presented literary composition as gift to,贈詩、文,Luze,陸澤,744,684,30976,32128,115.5585,38.011,Chang'an,長安,108.906976,34.246423,2,1,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],729.1237769,Based on Birth Year,據生年,1,Based on Death Year - 63 (male),據卒年 - 63 (男),29,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Zhang Jian,張薦,Dou Chang,竇常,N,Received literary composition as gift from,收到Y的贈詩、文,Luze,陸澤,744,747,30976,94884,115.5585,38.011,Jincheng,金城,113.1823807,39.56016922,2,1,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],268.4768959,Based on Birth Year,據生年,1,Based on Birth Year,據生年,1,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Zhang Jian,張薦,Pan Mengyang,潘孟陽,N,Received literary composition as gift from,收到Y的贈詩、文,Luze,陸澤,744,764,30976,95042,115.5585,38.011,Xindu,信都,115.563812,37.565983,2,1,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],49.48583427,Based on Birth Year,據生年,1,Based on Birth Year,據生年,1,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Zhang Youxin,張又新,Zhao Gu,趙嘏,N,Received literary composition as gift from,收到Y的贈詩、文,Luze,陸澤,774,806,30977,94018,115.5585,38.011,Shanyang,山陽,119.141106,33.502789,3,1,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],596.3642009,Based on Father's Birth Year + 30,據其父親生年 + 30,11,Based on Birth Year,據生年,1,Tang,唐,6,Wu (Yang: 10 states),吳(楊),36,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Wang Bo,王勃,Wang Jiong,王迥,N,Presented literary composition as gift to,贈詩、文,Longmen,龍門,650,,30982,445579,110.662392,35.576092,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
