Name,姓名,Linked to,社會關係人姓名,Kin/Non,Link,聯繫,Index Place,指數地址,Index Year,Node's Index Year,PersonID,NodeID,X,Y,Node Index Place,社會關係人籍貫,Node X,Node Y,Edge Dist.,Count,Addr. Type,指數地址類,Node Addr. Type,關係人指數地址類,Text Title:,Distance 距離,Index Year Type,指數年類別,Index Year Type Code,Node Index Year Type,關係人指數年類別,Node Index Year Type Code,Dynasty,朝代,Dynasty Code,Node Dynasty,關係人朝代,Node Dynasty Code,Source,出處
Chang Gun,常袞,Li Yi,李益,N,Presented literary composition as gift to,贈詩、文,Chang'an,長安,0,748,3006,33487,108.906976,34.246423,Guancheng,管城,113.641312,34.758076,2,1,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],437.508301,Based on Birth Year,據生年,1,Based on Birth Year,據生年,1,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Chang Gun,常袞,Li Shi,李適,N,Presented literary composition as gift to,贈詩、文,Chang'an,長安,0,663,3006,92999,108.906976,34.246423,Wannian,萬年,108.937189,34.317987,2,1,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],8.427824989,Based on Birth Year,據生年,1,Based on Birth Year,據生年,1,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Chang Gun,常袞,Xu Hao,徐浩,N,Presented literary composition as gift to,贈詩、文,Chang'an,長安,0,703,3006,94305,108.906976,34.246423,Yan Xian,剡縣,120.815277,29.58749,2,1,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],1236.471823,Based on Birth Year,據生年,1,Based on Birth Year,據生年,1,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Chang Gun,常袞,Dugu Shi(Zhen Yi Empress),獨孤氏（貞懿皇后）,N,Lamentation prayer written by,哀辭由Y所作,Chang'an,長安,0,730,3006,444816,108.906976,34.246423,Sanyuan,三原,108.798811,34.794427,2,1,Basic Affiliation,籍貫(基本地址),Burial Address,葬地,,61.73577667,Based on Birth Year,據生年,1,Based on Husband's Birth Year + 3,據其夫生年 + 3,3,Tang,唐,6,Tang,唐,6,Weizhi,未知
Chang Gun,常袞,Xue Yong,薛邕,N,Presented literary composition as gift to,贈詩、文,Chang'an,長安,0,,3006,448799,108.906976,34.246423,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Zhang Jiuling,張九齡,Zhang Jiugao,張九皋,N,Presented literary composition as gift to,贈詩、文,Qujiang,曲江,678,690,3130,3129,113.603417,24.810209,Chang'an,長安,108.906976,34.246423,2,3,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],1143.009188,Based on Birth Year,據生年,1,Based on Birth Year,據生年,1,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Zhang Jiuling,張九齡,Pei Yaoqing,裴耀卿,N,Poems composed with,相唱和,Qujiang,曲江,678,681,3130,11765,113.603417,24.810209,Jishan,稷山,110.978828,35.602161,2,1,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],1226.072731,Based on Birth Year,據生年,1,Based on Birth Year,據生年,1,Tang,唐,6,Tang,唐,6,wang wei nian pu,王維年譜
Zhang Jiuling,張九齡,Pei Yaoqing,裴耀卿,N,Received literary composition as gift from,收到Y的贈詩、文,Qujiang,曲江,678,681,3130,11765,113.603417,24.810209,Jishan,稷山,110.978828,35.602161,2,2,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],1226.072731,Based on Birth Year,據生年,1,Based on Birth Year,據生年,1,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Zhang Jiuling,張九齡,Xiao Song,蕭嵩,N,Poems composed with,相唱和,Qujiang,曲江,678,670,3130,12261,113.603417,24.810209,Chang'an,長安,108.906976,34.246423,2,1,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],1143.009188,Based on Birth Year,據生年,1,Based on Birth Year,據生年,1,Tang,唐,6,Tang,唐,6,wang wei nian pu,王維年譜
Zhang Jiuling,張九齡,Zhang Jiuzhang,張九章,N,Presented literary composition as gift to,贈詩、文,Qujiang,曲江,678,0,3130,12376,113.603417,24.810209,Qujiang,曲江,113.603417,24.810209,2,1,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],0,Based on Birth Year,據生年,1,Based on Birth Year,據生年,1,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Zhang Jiuling,張九齡,Han Xiu,韓休,N,Poems composed with,相唱和,Qujiang,曲江,678,672,3130,22451,113.603417,24.810209,Chang'an,長安,108.906976,34.246423,2,1,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],1143.009188,Based on Birth Year,據生年,1,Based on Birth Year,據生年,1,Tang,唐,6,Tang,唐,6,wang wei nian pu,王維年譜
Zhang Jiuling,張九齡,Yao Chong,姚崇,N,Presented literary composition as gift to,贈詩、文,Qujiang,曲江,678,651,3130,26935,113.603417,24.810209,Luoyang,洛陽,112.38263,34.665276,2,2,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],1102.123352,Based on Birth Year,據生年,1,Based on Birth Year,據生年,1,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Zhang Jiuling,張九齡,Xu Jian,徐堅,N,Epitaph written for,為Y作墓誌銘,Qujiang,曲江,678,659,3130,30388,113.603417,24.810209,Chang'an,長安,108.906976,34.246423,2,1,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],1143.009188,Based on Birth Year,據生年,1,Based on Birth Year,據生年,1,Tang,唐,6,Tang,唐,6,Weizhi,未知
Zhang Jiuling,張九齡,Wei Kang,韋抗,N,Presented literary composition as gift to,贈詩、文,Qujiang,曲江,678,667,3130,31046,113.603417,24.810209,Chang'an,長安,108.906976,34.246423,2,1,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],1143.009188,Based on Birth Year,據生年,1,Based on Birth Year,據生年,1,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Zhang Jiuling,張九齡,Wei A,韋A,N,Epitaph written for,為Y作墓誌銘,Qujiang,曲江,678,668,3130,31048,113.603417,24.810209,Chang'an,長安,108.906976,34.246423,2,1,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],1143.009188,Based on Birth Year,據生年,1,Based on Birth Year,據生年,1,Tang,唐,6,Tang,唐,6,Weizhi,未知
Zhang Jiuling,張九齡,Wei Sili,韋嗣立,N,Presented literary composition as gift to,贈詩、文,Qujiang,曲江,678,654,3130,31082,113.603417,24.810209,Yangwu,陽武,113.962967,35.051949,2,1,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],1139.353668,Based on Birth Year,據生年,1,Based on Birth Year,據生年,1,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Zhang Jiuling,張九齡,Lu Huaishen,盧懷慎,N,Presented literary composition as gift to,贈詩、文,Qujiang,曲江,678,0,3130,31733,113.603417,24.810209,Lingchang,靈昌,114.434503,35.397076,2,2,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],1179.902022,Based on Birth Year,據生年,1,Based on Birth Year,據生年,1,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Zhang Jiuling,張九齡,Yuan Qianyao,源乾曜,N,Presented literary composition as gift to,贈詩、文,Qujiang,曲江,678,668,3130,31847,113.603417,24.810209,Linzhang,臨漳,114.5545,36.24,2,1,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],1274.173362,Based on Birth Year,據生年,1,Based on Death Year - 63 (male),據卒年 - 63 (男),29,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Zhang Jiuling,張九齡,Wang Wei,王維,N,Recommended,推薦,Qujiang,曲江,678,700,3130,32174,113.603417,24.810209,Hedong,河東,110.332306,34.835129,2,1,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],1158.304101,Based on Birth Year,據生年,1,Based on Birth Year,據生年,1,Tang,唐,6,Tang,唐,6,wang wei nian pu,王維年譜
Zhang Jiuling,張九齡,Wang Wei,王維,N,Poems composed with,相唱和,Qujiang,曲江,678,700,3130,32174,113.603417,24.810209,Hedong,河東,110.332306,34.835129,2,1,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],1158.304101,Based on Birth Year,據生年,1,Based on Birth Year,據生年,1,Tang,唐,6,Tang,唐,6,wang wei nian pu,王維年譜
Zhang Jiuling,張九齡,Li Linfu,李林甫,N,Presented literary composition as gift to,贈詩、文,Qujiang,曲江,678,689,3130,32534,113.603417,24.810209,Chang'an,長安,108.906976,34.246423,2,2,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],1143.009188,Based on Birth Year,據生年,1,Based on Death Year - 63 (male),據卒年 - 63 (男),29,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Zhang Jiuling,張九齡,Du Xian(2),杜暹,N,Poems composed with,相唱和,Qujiang,曲江,678,681,3130,32685,113.603417,24.810209,Puyang,濮陽,115.078057,35.650175,2,1,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],1213.596663,Based on Birth Year,據生年,1,Based on Birth Year,據生年,1,Tang,唐,6,Tang,唐,6,wang wei nian pu,王維年譜
Zhang Jiuling,張九齡,Li Bi,李泌,N,Praised or admired,欣賞/器重,Qujiang,曲江,678,722,3130,32847,113.603417,24.810209,Chang'an,長安,108.906976,34.246423,2,1,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],1143.009188,Based on Birth Year,據生年,1,Based on Birth Year,據生年,1,Tang,唐,6,Tang,唐,6,Weizhi,未知
Zhang Jiuling,張九齡,Wang Qiu,王邱,N,Poems composed with,相唱和,Qujiang,曲江,678,680,3130,91984,113.603417,24.810209,Anyang,安陽,114.345497,36.098343,2,1,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],1257.183824,Based on Birth Year,據生年,1,Based on Death Year - 63 (male),據卒年 - 63 (男),29,Tang,唐,6,Tang,唐,6,wang wei nian pu,王維年譜
Zhang Jiuling,張九齡,Wang Jun,王晙,N,Presented literary composition as gift to,贈詩、文,Qujiang,曲江,678,662,3130,92076,113.603417,24.810209,Jingcheng,景城,116.514412,38.286727,2,1,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],1523.450156,Based on Birth Year,據生年,1,Based on Birth Year,據生年,1,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Zhang Jiuling,張九齡,Cui Riyong,崔日用,N,Presented literary composition as gift to,贈詩、文,Qujiang,曲江,678,673,3130,94500,113.603417,24.810209,Lingchang,靈昌,114.434503,35.397076,2,3,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],1179.902022,Based on Birth Year,據生年,1,Based on Birth Year,據生年,1,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Zhang Jiuling,張九齡,Cui Song,崔頌,N,Received literary composition as gift from,收到Y的贈詩、文,Qujiang,曲江,678,,3130,94557,113.603417,24.810209,Boling,博陵,,,2,1,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Zhang Jiuling,張九齡,Qiguan Qian,綦毋潛,N,Presented literary composition as gift to,贈詩、文,Qujiang,曲江,678,,3130,94901,113.603417,24.810209,Nankang,南康,114.745163,25.658571,2,2,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],148.6163277,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Zhang Jiuling,張九齡,Li Rizhi,李日知,N,Presented literary composition as gift to,贈詩、文,Qujiang,曲江,678,656,3130,173826,113.603417,24.810209,Fengxian,奉先,109.585121,34.955936,2,2,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],1192.483701,Based on Birth Year,據生年,1,Based on Death Year - 63 (male),據卒年 - 63 (男),29,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Zhang Jiuling,張九齡,Li Yi,李乂,N,Presented literary composition as gift to,贈詩、文,Qujiang,曲江,678,774,3130,174518,113.603417,24.810209,Zanhuang,贊皇,114.376983,37.662655,2,1,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],1431.001298,Based on Birth Year,據生年,1,Based on Death Year - 63 (male),據卒年 - 63 (男),29,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Zhang Jiuling,張九齡,Li Wei,李撝,N,Presented literary composition as gift to,贈詩、文,Qujiang,曲江,678,685,3130,188994,113.603417,24.810209,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,Based on Death Year - 63 (male),據卒年 - 63 (男),29,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Zhang Jiuling,張九齡,Geng Renzhong,耿仁忠,N,Presented literary composition as gift to,贈詩、文,Qujiang,曲江,678,,3130,383914,113.603417,24.810209,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Zhang Jiuling,張九齡,Wang Zhen,王震,N,Presented literary composition as gift to,贈詩、文,Qujiang,曲江,678,,3130,445447,113.603417,24.810209,,,,,2,6,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Zhang Jiuling,張九齡,Sun Hong,孫翃,N,Received literary composition as gift from,收到Y的贈詩、文,Qujiang,曲江,678,,3130,446292,113.603417,24.810209,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Zhang Jiuling,張九齡,Li Shangyin,李尚隱,N,Presented literary composition as gift to,贈詩、文,Qujiang,曲江,678,,3130,448285,113.603417,24.810209,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Zhang Jiuling,張九齡,Su Shi,蘇氏,N,Presented literary composition as gift to,贈詩、文,Qujiang,曲江,678,,3130,448688,113.603417,24.810209,,,,,2,2,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Zhang Jiuling,張九齡,Han Xi,韓席,N,Presented literary composition as gift to,贈詩、文,Qujiang,曲江,678,,3130,448710,113.603417,24.810209,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Zhang Jiuling,張九齡,Cai Fu,蔡孚,N,Presented literary composition as gift to,贈詩、文,Qujiang,曲江,678,,3130,448894,113.603417,24.810209,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Zhang Jiuling,張九齡,Zhao Yizhen,趙頤貞,N,Presented literary composition as gift to,贈詩、文,Qujiang,曲江,678,0,3130,449335,113.603417,24.810209,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,Based on Birth Year,據生年,1,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Zhang Jiuling,張九齡,Lu Li,陸澧,N,Presented literary composition as gift to,贈詩、文,Qujiang,曲江,678,,3130,449894,113.603417,24.810209,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Zhang Jiuling,張九齡,Lu Jingxian,陸景獻,N,Presented literary composition as gift to,贈詩、文,Qujiang,曲江,678,,3130,449913,113.603417,24.810209,,,,,2,1,Basic Affiliation,籍貫(基本地址),,,[n/a],,Based on Birth Year,據生年,1,,,,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Han Yu,韓愈,Liu Zongyuan,柳宗元,N,Friend of,友,Gaocheng,槁城,768,773,3332,3605,114.834183,38.036713,Jie Xian,解縣,110.855438,34.911781,1,1,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],497.1947649,Based on Birth Year,據生年,1,Based on Birth Year,據生年,1,Tang,唐,6,Tang,唐,6,Renming quanwei ziliao (Zhongyang yanjiuyuan Lishi yuyan yanjiusuo),人名權威資料（中央研究院歷史語言研究所）
Han Yu,韓愈,Liu Zongyuan,柳宗元,N,Epitaph written for,為Y作墓誌銘,Gaocheng,槁城,768,773,3332,3605,114.834183,38.036713,Jie Xian,解縣,110.855438,34.911781,1,1,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],497.1947649,Based on Birth Year,據生年,1,Based on Birth Year,據生年,1,Tang,唐,6,Tang,唐,6,Weizhi,未知
Han Yu,韓愈,Liu Zongyuan,柳宗元,N,Served in the same bureau with,同僚,Gaocheng,槁城,768,773,3332,3605,114.834183,38.036713,Jie Xian,解縣,110.855438,34.911781,1,1,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],497.1947649,Based on Birth Year,據生年,1,Based on Birth Year,據生年,1,Tang,唐,6,Tang,唐,6,Weizhi,未知
Han Yu,韓愈,Liu Zongyuan,柳宗元,N,Presented literary composition as gift to,贈詩、文,Gaocheng,槁城,768,773,3332,3605,114.834183,38.036713,Jie Xian,解縣,110.855438,34.911781,1,2,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],497.1947649,Based on Birth Year,據生年,1,Based on Birth Year,據生年,1,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Han Yu,韓愈,Du Fu,杜甫,N,Presented literary composition as gift to,贈詩、文,Gaocheng,槁城,768,712,3332,3915,114.834183,38.036713,Chang'an,長安,108.906976,34.246423,1,2,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],678.6433482,Based on Birth Year,據生年,1,Based on Birth Year,據生年,1,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Han Yu,韓愈,Zhang Ji,張籍,N,Friend of,友,Gaocheng,槁城,768,766,3332,13575,114.834183,38.036713,Liyang,歷陽,118.361122,31.714224,1,1,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],772.9798467,Based on Birth Year,據生年,1,Based on Birth Year,據生年,1,Tang,唐,6,Tang,唐,6,Renming quanwei ziliao (Zhongyang yanjiuyuan Lishi yuyan yanjiusuo),人名權威資料（中央研究院歷史語言研究所）
Han Yu,韓愈,Zhang Ji,張籍,N,Recommended,推薦,Gaocheng,槁城,768,766,3332,13575,114.834183,38.036713,Liyang,歷陽,118.361122,31.714224,1,1,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],772.9798467,Based on Birth Year,據生年,1,Based on Birth Year,據生年,1,Tang,唐,6,Tang,唐,6,Weizhi,未知
Han Yu,韓愈,Zhang Ji,張籍,N,Student was,學生為Y,Gaocheng,槁城,768,766,3332,13575,114.834183,38.036713,Liyang,歷陽,118.361122,31.714224,1,1,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],772.9798467,Based on Birth Year,據生年,1,Based on Birth Year,據生年,1,Tang,唐,6,Tang,唐,6,Han Changli wenji xiaozhu,韓昌黎文集校注
Han Yu,韓愈,Zhang Ji,張籍,N,Presented literary composition as gift to,贈詩、文,Gaocheng,槁城,768,766,3332,13575,114.834183,38.036713,Liyang,歷陽,118.361122,31.714224,1,18,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],772.9798467,Based on Birth Year,據生年,1,Based on Birth Year,據生年,1,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Han Yu,韓愈,Zhang Ji,張籍,N,Received literary composition as gift from,收到Y的贈詩、文,Gaocheng,槁城,768,766,3332,13575,114.834183,38.036713,Liyang,歷陽,118.361122,31.714224,1,7,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],772.9798467,Based on Birth Year,據生年,1,Based on Birth Year,據生年,1,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Han Yu,韓愈,Quan Deyu,權德輿,N,Epitaph written for,為Y作墓誌銘,Gaocheng,槁城,768,761,3332,13624,114.834183,38.036713,Luoyang,洛陽,112.38263,34.665276,1,1,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],434.4010201,Based on Birth Year,據生年,1,Based on Birth Year,據生年,1,Tang,唐,6,Tang,唐,6,Weizhi,未知
Han Yu,韓愈,Quan Deyu,權德輿,N,Received literary composition as gift from,收到Y的贈詩、文,Gaocheng,槁城,768,761,3332,13624,114.834183,38.036713,Luoyang,洛陽,112.38263,34.665276,1,1,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],434.4010201,Based on Birth Year,據生年,1,Based on Birth Year,據生年,1,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Han Yu,韓愈,Li Zongmin,李宗閔,N,Presented literary composition as gift to,贈詩、文,Gaocheng,槁城,768,783,3332,13629,114.834183,38.036713,Chang'an,長安,108.906976,34.246423,1,3,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],678.6433482,Based on Birth Year,據生年,1,Based on Death Year - 63 (male),據卒年 - 63 (男),29,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Han Yu,韓愈,Fang Qi,房啟,N,Epitaph written for,為Y作墓誌銘,Gaocheng,槁城,768,757,3332,17140,114.834183,38.036713,Goushi,緱氏,112.778679,34.616016,1,1,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],422.5606115,Based on Birth Year,據生年,1,Based on Birth Year,據生年,1,Tang,唐,6,Tang,唐,6,Weizhi,未知
Han Yu,韓愈,Yuwen Ji,宇文籍,N,Co-authored book with,合撰(編)著作,Gaocheng,槁城,768,0,3332,17149,114.834183,38.036713,Luoyang,洛陽,112.38263,34.665276,1,1,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],434.4010201,Based on Birth Year,據生年,1,Based on Birth Year,據生年,1,Tang,唐,6,Tang,唐,6,Weizhi,未知
Han Yu,韓愈,Du Mu,杜牧,N,Received literary composition as gift from,收到Y的贈詩、文,Gaocheng,槁城,768,803,3332,21194,114.834183,38.036713,Chang'an,長安,108.906976,34.246423,1,1,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],678.6433482,Based on Birth Year,據生年,1,Based on Birth Year,據生年,1,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Han Yu,韓愈,Li Ao(2),李翱,N,Student was,學生為Y,Gaocheng,槁城,768,0,3332,22469,114.834183,38.036713,Chengji,成紀,105.5689,34.9478,1,1,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],896.1115586,Based on Birth Year,據生年,1,Based on Birth Year,據生年,1,Tang,唐,6,Tang,唐,6,Renming quanwei ziliao (Zhongyang yanjiuyuan Lishi yuyan yanjiusuo),人名權威資料（中央研究院歷史語言研究所）
Han Yu,韓愈,Li Ao(2),李翱,N,Presented literary composition as gift to,贈詩、文,Gaocheng,槁城,768,0,3332,22469,114.834183,38.036713,Chengji,成紀,105.5689,34.9478,1,1,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],896.1115586,Based on Birth Year,據生年,1,Based on Birth Year,據生年,1,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Han Yu,韓愈,Yang Ping,楊憑,N,Presented literary composition as gift to,贈詩、文,Gaocheng,槁城,768,757,3332,22572,114.834183,38.036713,Chang'an,長安,108.906976,34.246423,1,1,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],678.6433482,Based on Birth Year,據生年,1,Based on Death Year - 63 (male),據卒年 - 63 (男),29,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Han Yu,韓愈,Li Shangyin,李商隱,N,Received literary composition as gift from,收到Y的贈詩、文,Gaocheng,槁城,768,813,3332,24412,114.834183,38.036713,Henei,河內,112.936989,35.089302,1,1,Basic Affiliation,籍貫(基本地址),Moved to,遷住地,[n/a],368.9235591,Based on Birth Year,據生年,1,Based on Birth Year,據生年,1,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Han Yu,韓愈,Wu Yuanheng,武元衡,N,Presented literary composition as gift to,贈詩、文,Gaocheng,槁城,768,758,3332,24654,114.834183,38.036713,Wenshui,文水,112.0241928,37.4369812,1,2,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],255.9287031,Based on Birth Year,據生年,1,Based on Birth Year,據生年,1,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
Han Yu,韓愈,Du Yuanying,杜元穎,N,Presented literary composition as gift to,贈詩、文,Gaocheng,槁城,768,0,3332,30868,114.834183,38.036713,Chang'an,長安,108.906976,34.246423,1,1,Basic Affiliation,籍貫(基本地址),Basic Affiliation,籍貫(基本地址),[n/a],678.6433482,Based on Birth Year,據生年,1,Based on Birth Year,據生年,1,Tang,唐,6,Tang,唐,6,tang wu dai ren jiao wang shi suo yin,唐五代人交往詩索引
